"","track_name.x","uri","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration_ms","popularity"
"20868","Sandcastles","2FNPJWVdGxYhWaotd6rULS",0.33,0.357,10,-10.171,1,0.0348,0.866,1.76e-05,0.19,0.101,84.119,3,182720,62
"20869","Under Pressure - Remastered","2fuCquhmrzHpu5xcA1ci9x",0.671,0.712,2,-7.815,1,0.0476,0.429,0,0.103,0.462,113.805,4,248440,79
"20895","Casa mais feliz da rua - Ao vivo","2fvxmRWpeqZN8xatpB66pC",0.565,0.719,4,-8.41,1,0.0509,0.25,0,0.158,0.624,160.004,4,165750,66
"21010","bad guy","2Fxmhks0bxGSBdJ92vM42m",0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,4,194088,93
"21288","Natural","2FY7b99s15jUprqC0M5NCT",0.704,0.611,2,-6.112,1,0.0409,0.217,0,0.0812,0.22,100,4,189467,82
"21294","Golzinho Quadrado - Ao Vivo","2g4W0KW5nOfD4PEllPBw8h",0.82,0.781,0,-5.042,1,0.0388,0.346,0,0.915,0.861,135.903,4,164280,0
"21317","In My Feelings","2G7V7zsVDxg1yRsu7Ew9RJ",0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,4,217925,81
"21323","Kallidade","2G7vVF2QPQtlnQ7EQntij8",0.783,0.483,1,-8.963,1,0.127,0.212,0,0.185,0.299,100.036,4,158400,67
"21326","Você mentiu","2GsvXMAz16fKroAmaCxLfL",0.809,0.328,8,-11.966,1,0.0351,0.648,1.51e-05,0.107,0.304,82.01,4,179268,57
"21334","Ciumeira - Ao Vivo","2H1liABu20HXBOmbt5SQz1",0.741,0.813,11,-4.83,0,0.0452,0.204,0,0.797,0.765,123.842,4,190084,5
"21386","Onda diferente (feat. Papatinho)","2H8ETIUEoN9YMf56X66bxd",0.705,0.721,1,-5.545,0,0.514,0.333,0,0.101,0.574,75.132,4,160900,70
"21657","bloodline","2hloaUoRonYssMuqLCBLTX",0.758,0.665,2,-5.188,0,0.0774,0.0815,0.000157,0.216,0.643,151.976,4,216893,72
"21677","Solução - Acústico","2iO6rLYnDiMJqioCefh395",0.592,0.283,4,-8.672,0,0.0296,0.811,0,0.0903,0.56,120.787,4,264258,59
"21688","Cherry","2IOFZdYYkFxEHVz1w34PoL",0.53,0.512,7,-9.261,1,0.0259,0.615,0.00453,0.129,0.411,95.946,4,259187,78
"21690","Agora eu sei","2iq0n6dpVtL9tQzE2beTCm",0.589,0.401,1,-8.863,0,0.0267,0.779,0,0.0929,0.347,122.934,4,190530,41
"21691","Intro : Persona","2isSdmQfVv32j2haL6hk9x",0.469,0.87,9,-4.475,0,0.342,0.0278,0,0.313,0.652,86.622,4,171023,68
"21693","Tangerina","2jqPr0ukhRippoNrW9Nrj3",0.685,0.446,6,-9.966,0,0.0452,0.121,0.00307,0.181,0.271,100.012,4,231950,50
"21700","Had Enough (feat. Quavo & Offset)","2jrAaawDRCn1JjeouxAyDN",0.749,0.79,2,-4.577,1,0.113,0.249,0,0.129,0.674,147.952,4,157133,70
"21701","Favela","2JVbZEpewmqNlSzmXJTx2E",0.777,0.812,2,-3.206,0,0.0598,0.0125,0.00233,0.0264,0.283,103.023,4,185105,66
"21958","Quem Pegou, Pegou - Ao Vivo","2jxfsaODfcVQhKMZPuYK2j",0.69,0.67,9,-5.345,1,0.0317,0.299,0,0.749,0.579,104.022,4,184326,63
"22094","Hino do Flamengo","2KGYg5LBQKpA4Js8BBcOkn",0.651,0.681,0,-3.819,0,0.0886,0.756,0,0.0374,0.908,130.985,4,133329,26
"22096","Vidrado Em Você","2kOmW169C7UV4SZDN9u0YO",0.843,0.925,2,0.302,1,0.0997,0.139,7.65e-06,0.109,0.59,159.926,4,134769,73
"22272","China","2ksOAxtIxY8yElEWw8RhgK",0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027,4,301714,89
"22322","Deixa Ela Beijar","2KxHe4qxNgeFcKpE2r2aBt",0.613,0.652,11,-3.917,1,0.17,0.104,0,0.354,0.892,122.898,4,166410,57
"22323","Para, Pensa e Volta - Ao Vivo","2KyXyTrp3kp1Fsg7B1osYD",0.611,0.791,2,-3.095,1,0.0436,0.245,0,0.237,0.572,111.928,4,174179,75
"22510","Quem Me Dera","2lAyctg5FocS67eksHoyIg",0.815,0.723,6,-3.611,0,0.0574,0.115,0,0.184,0.896,149.918,4,147990,61
"22814","Pouco a Pouco (Ao Vivo) (feat. Sorriso Maroto)","2lm3Ric7MeBk8hLfsiVokr",0.485,0.648,2,-6.465,1,0.0362,0.862,0,0.864,0.692,148.052,4,196831,69
"23144","Tudo Que Vai um Dia Volta - Ao Vivo","2lTY3UNgi1GpGu0MDyAHZl",0.847,0.76,7,-3.521,1,0.0662,0.461,0,0.34,0.724,139.035,4,187147,61
"23180","Show De Recaída - Ao Vivo Em Uberlândia / 2018","2M53M7wYGFjUMlHIXhJoqW",0.783,0.756,8,-4.181,1,0.035,0.258,0,0.116,0.79,114.987,4,172512,61
"23223","Cinnamon Girl","2mdEsXPu8ZmkHRRtAdC09e",0.292,0.334,6,-10.679,0,0.0378,0.839,0.345,0.151,0.148,67.836,4,300683,71
"23226","LADRÃO","2MFr8FHO6V2SBbZTIiQIl3",0.923,0.673,0,-6.764,0,0.463,0.18,0,0.14,0.339,119.961,4,262400,56
"23233","Quem Tem o Dom","2mJOngYlqgfdLMBSxPcJL3",0.807,0.782,11,-2.925,0,0.117,0.498,0,0.108,0.958,157.953,4,174315,57
"23399","500 metros (Participação especial de Lucas Lucco)","2mo6GXEG5IwAA8CfBViGAf",0.715,0.755,8,-3.862,1,0.051,0.619,0,0.106,0.686,123.872,4,175326,43
"23419","menina solta","2MOq63fxuFLYQM3CsDcFs1",0.632,0.559,11,-6.74,0,0.0797,0.331,0,0.16,0.673,91.811,4,150026,79
"23504","100% Você","2msjqUjA6Eg5TI2M5EwJ8A",0.635,0.939,9,-3.405,1,0.0749,0.151,0,0.939,0.724,118.476,4,243107,61
"23505","Pouca Pausa","2odzriVVZBwYOiYJEj30tm",0.886,0.583,8,-6.639,0,0.149,0.194,0,0.0922,0.883,103.006,4,279757,66
"23767","Sofrendo Ao Quadrado - Ao Vivo Em Goiânia / 2019","2oEiP9LTNw1xMc0AhpJfSL",0.464,0.903,10,-3.001,1,0.116,0.429,0,0.808,0.691,157.687,4,152779,54
"23785","Passa Mal - Ao Vivo","2oezDpHysEKUuXSAuanT4M",0.688,0.91,11,-2.257,0,0.0742,0.0651,0,0.674,0.877,147.767,4,154258,2
"23837","Shameless","2ogKhhoMClkFXek7ZgxAhN",0.377,0.651,4,-5.437,0,0.0588,0.0197,5.31e-05,0.174,0.0851,129.698,4,219742,71
"23838","Derreter a Aliança - Ao Vivo","2p8yzBihO2pDFXGPHS3Okh",0.682,0.904,11,-3.679,1,0.0779,0.53,0,0.206,0.775,132.89,4,189669,2
"23915","Cerveja De Garrafa (Fumaça Que Eu Faço) - Ao Vivo","2PADJK4rhdklqFLQFa5oMX",0.673,0.841,4,-4.968,1,0.0591,0.599,0,0.723,0.663,162.961,4,210387,68
"24171","Juntos","2PIWldP9oUhb9iqe3EJh1e",0.687,0.411,3,-8.619,1,0.0338,0.866,0,0.0967,0.184,101.851,4,204000,61
"24191","Rockstar","2pkiYFWrja3oTlTwDaTypd",0.687,0.644,4,-7.927,0,0.075,0.0276,0,0.0875,0.199,141.018,4,254481,62
"24222","Lights Up","2plLJpUcYPFrl1sW2pMG63",0.585,0.62,3,-8.09,0,0.0327,0.0426,0.00224,0.15,0.281,101.939,4,172227,52
"24265","Wheels on the Bus","2plUcsOZm6pi1kFUncqLni",0.708,0.618,7,-6.315,1,0.039,0.592,2.21e-06,0.399,0.563,95.947,4,220897,69
"24266","Panini","2pmhboG1a2XfDiTvMwO8sd",0.703,0.594,5,-6.146,0,0.0752,0.342,0,0.123,0.475,153.848,4,114893,10
"24269","Sofazinho - Ao Vivo","2PMLdLt5QeOuOgxfAvx1in",0.517,0.875,0,-3.997,1,0.106,0.426,0,0.209,0.672,163.958,4,187378,61
"24434","Áudio - Ao Vivo em Brasília","2PqPSf3gtTED79rWGwVtYg",0.605,0.812,11,-4.699,1,0.0403,0.515,0,0.419,0.451,110.081,4,190245,76
"24606","Cheirosa - Ao Vivo","2PWjKmjyTZeDpmOUa3a5da",0.528,0.87,11,-3.123,1,0.0851,0.24,0,0.333,0.714,152.37,4,181930,81
"24688","Bebi Minha Bicicleta (Coração Falido) - Ao Vivo","2Q9TaUXNM4mNSCgJjbmsJe",0.39,0.903,0,-3.846,1,0.409,0.445,0,0.911,0.47,195.62,4,181670,70
"24715","Some que ele vem atrás","2qD7VoDYcrAPY0cVEfpsR5",0.648,0.795,0,-5.536,0,0.17,0.0748,0,0.38,0.598,180.043,4,194771,78
"24778","Con Altura","2qG5sZ7Si6sdK74qLxedYM",0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,4,161627,83
"24785","Baile da Colômbia (Brega Funk) - Remix","2qiqXQ2Suc253bR7k9AKVD",0.838,0.568,5,-5.555,0,0.111,0.419,0,0.0617,0.939,170.015,4,124000,68
"24937","Notificação Preferida - Ao Vivo","2qkNnJvQvhLiZ63X1L3eFz",0.398,0.838,8,-4.734,0,0.13,0.778,0,0.189,0.206,156.008,3,182341,4
"25071","Algo Parecido","2QkXuBmYljpYwgcyqbA1C2",0.55,0.637,8,-6.913,1,0.0268,0.511,0,0.123,0.652,167.908,4,225140,52
"25178","Follow God","2QpGZOhTCHHiKmpSO9FW4h",0.529,0.9,1,-3.503,1,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,4,104591,79
"25188","no tears left to cry","2qT1uLXPVPzGgFOx4jtEuo",0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,4,205920,81
"25204","as coisas tão mais lindas","2qvSChyYgm8ybTncALA4pD",0.49,0.29,0,-13.905,1,0.0312,0.844,0.000247,0.156,0.184,81.724,4,218275,55
"25205","Always Remember Us This Way","2rbDhOo9Fh61Bbu23T2qCk",0.553,0.502,0,-5.972,1,0.0409,0.299,0,0.764,0.296,129.976,4,210200,79
"25314","Old Town Road","2RegUmAI4EGqpXXx95rBMB",0.906,0.52,1,-6.114,1,0.131,0.0461,1.8e-06,0.0985,0.516,136,4,113013,8
"25317","ME! (feat. Brendon Urie of Panic! At The Disco)","2Rk4JlNc2TPmZe2af99d45",0.61,0.83,0,-4.105,1,0.0571,0.033,0,0.118,0.728,182.162,4,193000,83
"25324","Verdinha","2RMOwSvOGQyy985Vx4VSGQ",0.845,0.954,8,-3.656,0,0.124,0.345,5.21e-05,0.115,0.63,137.995,4,160396,79
"25357","Poesia Acústica #8: Amor e Samba","2RoWhAVtQrPU53BERYlmYZ",0.666,0.602,4,-6.386,0,0.254,0.236,0,0.343,0.369,156.017,4,614615,73
"25375","thank u, next","2rPE9A1vEgShuZxxzR2tZH",0.724,0.647,1,-5.642,1,0.0658,0.28,0,0.102,0.435,106.96,4,207333,24
"25413","Love Drought","2RQAG0wQt35UzAPEyVJFWN",0.455,0.535,9,-10.602,0,0.0426,0.0209,0.64,0.126,0.216,157.01,4,237440,60
"25414","Bad Liar","2RSHsoi04658QL5xgQVov3",0.383,0.637,3,-6.993,1,0.0703,0.0722,0,0.368,0.0827,177.913,4,260773,82
"25433","Faz Gostoso (feat. Anitta)","2SC14LGDbRWRlyLg9Wupa0",0.777,0.695,10,-6.12,0,0.0894,0.288,0,0.0734,0.652,130.05,4,245707,62
"25517","Senta braba","2SgVsDXzET5EU8VngMh9dv",0.876,0.724,7,-2.915,1,0.0955,0.228,0.000655,0.104,0.789,100.021,4,149616,65
"25734","Medalha de Prata - Ao Vivo","2SKcNPi9XS3BzLkcuamNBc",0.632,0.766,5,-5.703,1,0.0831,0.493,0,0.352,0.422,110.164,4,160496,52
"25748","Deixe Me Ir - Acústico","2srL4DYBekshpbprS6H0mO",0.555,0.439,7,-11.026,1,0.222,0.841,0,0.106,0.705,186.581,4,213192,68
"26056","meu investimento - ao vivo","2Sz00SuzTybkhvO80veJFa",0.415,0.787,11,-5.243,1,0.0343,0.501,0,0.748,0.48,147.639,4,184846,54
"26057","Deitada Nessa Cama","2t80PJ9OW8JyZUCM9vFTh3",0.554,0.377,0,-9.712,1,0.0302,0.182,0,0.103,0.311,113.75,4,246055,58
"26070","Tchau Brigado - Ao Vivo","2TR917wkDeRvwTE5cSfZFf",0.719,0.894,6,-2.743,0,0.0451,0.135,0,0.68,0.81,135.908,4,163403,75
"26071","Terra Sem CEP - Ao Vivo","2U94QDSo9N4e1iXrjo7KAB",0.676,0.644,9,-5.468,1,0.0575,0.357,0,0.845,0.648,139.07,5,177381,61
"26172","Saideira - Ao Vivo","2UmKWMYAqRlAYfDum7qryt",0.631,0.91,5,-5.916,1,0.151,0.383,0,0.86,0.669,160.027,4,178373,62
"26173","Romance Proibido - Ao Vivo","2UxeBJPanPvF3Q2xH6zkbC",0.652,0.798,11,-5.167,0,0.243,0.498,1.01e-05,0.335,0.558,150.003,4,162176,70
"26185","Wow.","2ve5NyzWHUbIYxL33goCX7",0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96,4,149547,20
"26192","Balão","2vHshN6rsDYqoiZlMhfRpo",0.627,0.575,0,-6.182,0,0.167,0.164,0,0.184,0.203,116.834,4,253333,70
"26309","Trevo (Tu)","2vRBYKWOyHtFMtiK60qRz7",0.676,0.374,10,-8.201,1,0.0266,0.877,0.000132,0.165,0.2,99.825,4,205468,68
"26591","Shallow","2VxeLyX666F8uXCJ0dZF8B",0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,4,215733,86
"26955","10,000 Hours (with Justin Bieber)","2wrJq5XKLnmhRXHIAf9xBa",0.654,0.63,10,-4.644,1,0.0259,0.153,0,0.111,0.43,89.991,4,167693,89
"26962","Bumbum caliente (Participação especial de De La Ghetto)","2WXpTKDvFRRAKKwaNbT6OW",0.813,0.776,4,-5.713,0,0.109,0.0972,1.81e-05,0.349,0.526,101.55,4,150887,35
"26963","Mother's Daughter","2WyRfGeHo97VC5mP1BBSzr",0.681,0.865,1,-4.132,0,0.0594,0.00464,0.00169,0.149,0.528,91.017,4,219080,75
"26998","SOS (feat. Aloe Blacc)","2x0RZdkZcD8QRI53XT4GI5",0.802,0.645,5,-6.181,0,0.0715,0.272,0,0.119,0.376,100.001,4,157202,80
"27004","De Trás Pra Frente - Ao Vivo","2x67AU9q3lf7cfPSzxCDsL",0.565,0.586,7,-7.16,1,0.0306,0.802,0,0.254,0.677,95.986,4,157600,61
"27005","Só Pra Castigar","2X8sssaxS5GReg6945B6RW",0.681,0.94,0,-1.77,1,0.0386,0.0201,0,0.578,0.648,124.015,4,163851,65
"27259","Ela É do Tipo","2x8TNY9KwNvD19gVGs4WOP",0.632,0.398,6,-6.615,1,0.373,0.945,0,0.228,0.633,90.695,4,204931,68
"27549","New Rules","2xJCMIJfcNYDc5iR0sAm2O",0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,4,209320,52
"27576","SICKO MODE","2xLMifQCjDGFmkHkpNLD9h",0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,4,312820,85
"27577","Ranço De Você","2XmMPUlHyyb7VuiNiI5pzN",0.494,0.93,1,-2.748,0,0.0955,0.0551,0,0.23,0.864,135.898,3,147810,0
"27578","Sofro Onde Eu Quiser","2Xr33epIjw1fbwOhrng4Pd",0.746,0.498,6,-7.237,1,0.0368,0.297,0,0.112,0.691,125.949,4,155661,63
"27751","365","2XWjPtKdi5sucFYtVav07d",0.745,0.693,2,-5.479,0,0.034,0.339,0,0.123,0.248,98.039,4,181900,74
"27764","Finalidade Era Ficar em Casa","2Y73798F4zbbbvKT02fbtE",0.81,0.978,6,-3.949,1,0.198,0.571,0.212,0.0846,0.703,149.888,4,185652,55
"27860","Tu y yo","2YHR2QhK6nWta7rbY1on6i",0.427,0.65,5,-6.007,0,0.0514,0.376,0,0.218,0.716,84.159,4,206702,53
"27874","Old Town Road - Remix","2YpeDb67231RjR0MgVLzsG",0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,4,157067,87
"28033","I Think He Knows","2YWtcWi3a83pdEg3Gif4Pd",0.897,0.366,0,-8.029,1,0.0569,0.00889,0.000353,0.0715,0.416,100.003,4,173387,72
"28036","Chega na maldade","2yXrSuUlTyYp5wJjjB6wlS",0.724,0.356,0,-11.107,1,0.0757,0.171,0.00654,0.115,0.337,89.937,4,177351,36
"28037","Ride","2Z8WuEywRWYTKe1NybPQEW",0.645,0.713,6,-5.355,1,0.0393,0.00835,0,0.113,0.566,74.989,4,214507,80
"28038","Já Que Me Ensinou a Beber","2zv8VuCCLdcSIefH3BOeuu",0.792,0.867,4,-6.159,0,0.0792,0.417,1.18e-05,0.0492,0.975,171.97,4,158433,5
"28041","Garupa 2","2ZWCFtbgpxCgb6qR0yHAkh",0.947,0.921,7,-2.988,1,0.378,0.705,0.0035,0.0621,0.738,130.022,4,142500,58
"28104","sofrendo feito um louco - ao vivo","30AgVEbyzQzDofQgikkD99",0.525,0.762,7,-4.823,0,0.0668,0.283,0,0.235,0.565,125.678,4,167927,62
"28112","Veneno - Recorded At Spotify Studios NYC","31CiU58drf9xYA9VEOFDfW",0.613,0.28,2,-10.689,0,0.0576,0.87,0,0.103,0.57,163.716,4,185975,58
"28121","Ela Vem","31yFXM26dazFnWI2eoOM5R",0.616,0.634,11,-7.389,1,0.546,0.619,0,0.0732,0.586,185.186,5,196800,75
"28315","Get To Know Me","32lyOiqQrmCUICCcBfkBeG",0.634,0.84,5,-3.554,1,0.042,0.251,0,0.623,0.799,170.007,4,162139,52
"28329","Bagunça Minha Vida - Ao Vivo Em Goiânia / 2019","33g4LmRrWddOvMLnynSktj",0.871,0.494,11,-9.911,0,0.0816,0.622,0,0.0998,0.713,117.947,4,145198,65
"28529","Nightmare","340UVheS8z3ncW9TTUhAbc",0.611,0.622,9,-5.075,0,0.0734,0.0188,0,0.359,0.538,146.11,4,231999,74
"28540","Do jeito que tu gosta","34D0w6kVzuQ35vyHIFrWTC",0.639,0.534,9,-7.264,0,0.365,0.815,0,0.127,0.655,96.855,3,143246,68
"28677","Press","34mnEACakE122UwsaaoMSL",0.888,0.525,1,-5.665,1,0.305,0.029,5.68e-06,0.137,0.243,133.983,4,143792,31
"28678","Pisadinha - Ao Vivo","36P6ptTyxOggYgR2aoZiAl",0.642,0.874,3,-3.162,1,0.128,0.439,0,0.0821,0.829,164.81,4,158662,68
"28688","Morena","36UiRg8wGUOFC3E0gdyvFA",0.574,0.714,0,-4.517,0,0.244,0.0864,0,0.116,0.434,83.363,4,164560,4
"28927","Largado Às Traças - Ao Vivo","371Up3WP7OqJNFPf0BiyUe",0.694,0.869,3,-5.26,0,0.0857,0.611,0,0.535,0.786,121.996,4,234961,68
"29115","Ausência - Ao Vivo | Acústico","37erXXnh4mlWE7mdO6EYOp",0.824,0.486,5,-5.579,0,0.0458,0.65,0,0.135,0.82,97.94,4,149995,64
"29348","Casal Raiz - Ao Vivo","37Xnka0c1qea5wagV91UIl",0.804,0.748,0,-2.314,1,0.0499,0.319,0,0.35,0.765,115.999,4,209717,58
"29471","Livin' On A Prayer","37ZJ0p5Jm13JPevGcx4SkF",0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,4,249293,82
"29474","Drive Thru","38KJTf0TiQAhb5gPNQT3Bp",0.596,0.88,8,-3.788,1,0.0323,0.193,5.37e-06,0.112,0.905,154.058,4,150961,58
"29475","Pot-Pourri: Escravo do Amor / Tentativas Em Vão / Onde Está Você (Meu Amanhecer) / Menino Bobo - Ao Vivo","38QKJTzaFlztlSViXASTpm",0.632,0.922,6,-3.817,0,0.0494,0.2,7.1e-05,0.897,0.774,169.959,4,416462,50
"29477","Fingindo Maturidade - Ao Vivo","39aWBx86ZdvXQ9d0fRAXxH",0.576,0.919,5,-3.175,1,0.0944,0.286,0,0.943,0.757,166.058,4,189003,4
"29544","Hear Me Now","39cmB3ZoTOLwOTq7tMNqKa",0.778,0.463,11,-7.603,1,0.0389,0.546,0.00289,0.0731,0.496,121.999,4,194840,73
"29682","Selah","39JRmdKFka1Oe09FoOCPI4",0.482,0.618,9,-5.673,0,0.197,0.647,0.000859,0.32,0.146,90.076,3,164620,69
"29684","imagine","39LmTF9RgyakzSYX8txrow",0.729,0.475,8,-4.985,1,0.0364,0.378,0,0.12,0.371,62.52,3,212267,75
"29698","Congratulations","3a1lNhkSLSkpJE4MSHpDu9",0.63,0.804,6,-4.183,1,0.0363,0.215,0,0.253,0.492,123.146,4,220293,82
"29718","Dá preferência pra mim (Participação especial de Gusttavo Lima)","3bdjxhq0PqcxNwswCOX6w1",0.899,0.719,10,-2.468,1,0.0948,0.248,0,0.0841,0.838,118.031,4,158400,62
"29798","Bilhetes","3bQpAJ0p8V9F0huK9LFfHJ",0.537,0.383,4,-10.979,1,0.0313,0.721,2.62e-05,0.103,0.277,75.022,4,291254,51
"29804","Ai, Amor","3bR8wBqLky6b61ROJlaBEF",0.725,0.532,4,-10.531,1,0.0457,0.546,0.00131,0.0969,0.559,103.94,4,220567,67
"30109","Coração Infectado","3buGB7k4NFkMEz4RA8BMYn",0.787,0.826,10,-2.337,1,0.0673,0.412,0,0.0886,0.813,123.034,4,163947,52
"30137","Pirata e tesouro - Ao vivo","3Cabw7y9EoR68v7dBS76HQ",0.582,0.777,0,-5.905,1,0.0697,0.58,0,0.928,0.583,139.981,4,219592,61
"30188","Um Pedido","3CgZi8DMUftJHK6WL2gKc1",0.813,0.57,1,-7.709,1,0.139,0.39,0,0.0987,0.215,139.996,4,203546,69
"30395","Combate","3clqaYetjCRVbV1zrBKhuo",0.663,0.597,6,-6.116,1,0.145,0.315,0,0.0974,0.831,88.04,4,179253,41
"30396","Stressed Out","3CRDbSIZ4r5MsZ0YwxuEkn",0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,4,202333,82
"30398","Entregador de Flor - Ao Vivo em Brasília","3CrzNxy6e6MiUSBPlzCKFO",0.376,0.834,2,-4.303,1,0.08,0.549,0,0.412,0.329,125.171,4,190276,53
"30399","Party Up The Street","3DB14jHq2qNoByUN5W2gz1",0.745,0.615,1,-7.325,1,0.0709,0.407,0.00622,0.438,0.305,100.986,4,217253,58
"30400","I'll Never Love Again - Film Version - Radio Edit","3DKpA54hrFIdPN6AtL9HXa",0.45,0.335,7,-7.464,1,0.0298,0.785,1.25e-06,0.0979,0.25,109.908,4,281235,69
"30409","Tá Rocheda","3dPvQLKl42dMYWV4LWRTLK",0.775,0.886,6,-6.68,0,0.0477,0.589,7.32e-06,0.0991,0.939,172.017,4,203076,69
"30415","Só Hoje - Acústico","3dQlFoNRi1mjKBPVXXEjYt",0.5,0.563,2,-9.358,1,0.0281,0.249,7.14e-06,0.418,0.465,144.085,4,307055,65
"30416","thank u, next","3e9HZxeyfWwjeyPAMmWSSQ",0.717,0.653,1,-5.634,1,0.0658,0.229,0,0.101,0.412,106.966,4,207320,85
"30599","Boa Menina","3eCofNVG97J3lRyNhh0zPP",0.819,0.565,5,-5.87,1,0.0537,0.033,6.71e-06,0.0874,0.58,89.965,4,147502,61
"30692","HIGHEST IN THE ROOM","3eekarcy7kvN4yt5ZFzltW",0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4,175721,89
"30775","Sinto sua falta - Ao vivo","3eWHUE5D5R19q7BvOX7NSJ",0.548,0.643,9,-6.57,1,0.0416,0.746,0,0.961,0.668,143.929,4,204681,66
"30889","Whisky e Gelo - Acústico","3Exj9ecmWalLPR6wHSxDFf",0.706,0.696,11,-5.525,1,0.0376,0.64,0,0.378,0.378,110.056,4,153427,58
"30975","Two of Us","3fd5jcZKAzoiivM4ZDwhyU",0.614,0.605,0,-5.411,1,0.0321,0.226,0,0.124,0.329,127.107,4,217855,67
"30976","wish you were gay","3Fj47GNK2kUF0uaEDgXLaD",0.853,0.351,7,-10.198,1,0.241,0.39,9.38e-06,0.752,0.282,118.028,4,221543,84
"31004","Deixa (feat. Ana Gabriela)","3fLqmaO4vvZpFZSZy52VMp",0.498,0.326,0,-8.223,1,0.0631,0.821,0,0.193,0.323,81.457,4,176025,72
"31369","Péssimo Negócio (Ao Vivo)","3FOOdP48VrHCAviC34L84Q",0.538,0.651,10,-5.805,1,0.0336,0.801,0,0.948,0.544,148.03,4,201378,68
"31400","Sem Maturidade","3FSzLjfPDHKgVFpZgWknqk",0.636,0.832,7,-4.694,1,0.172,0.0528,0,0.26,0.621,172.993,4,178539,0
"31402","Anticorpos - Ao Vivo","3fwAaOwyR4e8WF3tuj0sOS",0.603,0.822,6,-4.841,1,0.0869,0.184,0,0.325,0.618,125.492,4,163339,51
"31416","Morena","3fWhwTdoZXScaoGReWzvtv",0.703,0.458,11,-10.077,0,0.0374,0.0656,0,0.0807,0.631,150.206,4,149200,67
"31423","Chovendo Inimigo","3g0KPXd30xVTmZEVf9P4FX",0.703,0.699,7,-4.666,1,0.192,0.179,0,0.415,0.279,94.955,4,160421,63
"31454","Downtown","3Ga6eKrUFf12ouh9Yw3v2D",0.775,0.679,4,-4.985,0,0.135,0.18,7.26e-05,0.068,0.619,166.008,4,193456,73
"31468","Supera - Ao Vivo","3GmJxfnUDrIs1iCfKUELFz",0.665,0.743,4,-4.434,1,0.0567,0.0604,0,0.959,0.658,131.573,4,147748,80
"31606","Little Square UBitchU (feat. Anitta)","3GRYbb9KX2iGeLMur4FUVs",0.897,0.751,7,-5.385,1,0.226,0.337,0,0.088,0.772,129.597,4,134928,57
"31614","Pagou De Superada","3GSGW5pQhHKBmmQLebX3vx",0.841,0.551,1,-8.85,0,0.2,0.609,0.000645,0.352,0.822,95.033,4,160784,72
"31633","Eu Vou pra Igreja - Ao Vivo","3gWIsIhg966ojnMbgumkW9",0.83,0.822,4,-2.432,1,0.0396,0.345,0,0.881,0.747,128.973,4,170350,62
"31641","Corre Corre","3GZyhpfVcfCkQ3pIimAij8",0.61,0.748,5,-8.466,0,0.0269,0.122,0.926,0.125,0.916,131.944,4,193243,54
"31643","A Casa É Sua","3h3fui1QXImL2zRcs9v2Lc",0.327,0.731,8,-5.821,1,0.0398,0.322,8.66e-06,0.267,0.0792,132.76,4,562388,69
"31756","Dingo Bell Sou Seu Papai Noel","3H9s3SGfhDnzAisP61Tds8",0.906,0.363,8,-9.272,0,0.166,0.141,0.00926,0.0891,0.77,129.777,4,166154,60
"31757","Parado no Bailão","3Hb9kUdm4yf839Fle4RIdT",0.828,0.599,11,-1.624,1,0.149,0.381,0,0.0775,0.478,86.533,5,171692,65
"32032","Jingle Bell Rock","3hBXvHLlTHvnbwrPbeoyAj",0.754,0.424,2,-8.463,1,0.0363,0.643,0,0.0652,0.806,119.705,4,130973,64
"32034","Teste da Mãozinha - Ao Vivo","3HdvjjrWBBwsEEcWjs3p1m",0.676,0.773,11,-4.916,1,0.0676,0.737,0,0.848,0.669,112.128,4,172472,0
"32148","Bebida Na Ferida - Ao Vivo","3HEb6Y5dv8PgD6JgsIQNac",0.605,0.796,1,-5.195,1,0.164,0.735,0,0.842,0.51,126.099,4,199363,3
"32282","A Thousand Bad Times","3hFG4jR5stnIQJDI64KlJY",0.632,0.732,6,-3.498,1,0.092,0.105,1.15e-05,0.111,0.317,159,4,221173,24
"32283","I Don't Care (with Justin Bieber)","3HVWdVOQ0ZA45FuZGSfvns",0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,4,219947,87
